Date,Mean_Day,P25_Day,P75_Day,P10_Day,P90_Day,Mean_Night,P25_Night,P75_Night,P10_Night,P90_Night
0,-0.11555951265392449,-0.786989591673341,0.5272961226123734,-1.4727038773876266,1.227296122612373,0.3143129788515171,-0.3734330321400006,1.0551383964314278,-1.3208673169842298,1.7249598967824542
1,-0.09921362929671684,-0.7987841945288752,0.5614577376186647,-1.4956851195241925,1.2900291661900931,0.5606422993440685,-0.1163460661865234,1.3109697933227389,-1.04574170564598,2.0393664198352615
2,-0.017497207566028298,-0.7057217202333284,0.6613981762917861,-1.4117633288464906,1.3995956160241863,0.620130764372041,-0.1010660980810229,1.3806722689075646,-0.9806570072224823,2.204955901125682
3,-0.10636632887375667,-0.7724946695095953,0.5180916161500633,-1.4414275783306028,1.2407132458416907,0.5171455903770512,-0.1941334768568351,1.230132677570627,-0.977866579596297,1.998934791458358
4,-0.17326536163378203,-0.8222778222578067,0.4235137533274155,-1.4792782876759747,1.1313215054590169,0.44790541223631697,-0.2326689923367278,1.1428571428571426,-0.986678301337987,1.8052590266875983
5,-0.17597794524950328,-0.8554621848739495,0.4106971291318735,-1.4476879216652385,1.1651968268366777,0.2282543508223732,-0.4696757405924762,0.9847916346301724,-1.3839614548781909,1.5768360218173423
6,-0.14780100525794485,-0.7989837910472721,0.4581590660955851,-1.3586723531004585,1.1610309054509849,0.2691159481517506,-0.3939902022756033,1.0016806722689076,-1.2529506221640179,1.6413981762917935
7,0.1242732140321418,-0.5062682215743448,0.7543177399062088,-1.088539402950934,1.411460597049066,0.2796216615358914,-0.3902064508749837,0.999838520258373,-1.2633366985133283,1.7024135750520961
8,0.1777952649200772,-0.400696864111471,0.8141713370696532,-0.9898944251821329,1.3427427656410815,0.15358568899319253,-0.4838074734737785,0.8723051757402995,-1.3037378065457133,1.4035599908498235
9,0.1253604000771893,-0.4282693990459302,0.7187464257119972,-1.0143446244477177,1.2473178542834256,0.10573772864516462,-0.5258794447613638,0.8098364405810354,-1.3330207022761074,1.338407869152464
10,0.13027778980081284,-0.4457566052842304,0.7162357774968148,-1.0325656012960498,1.2664839998158064,-0.04063716805159745,-0.7303999217756895,0.7246089676746613,-1.584645957501308,1.2887138282054222
11,0.14506321701672373,-0.4282197186320531,0.7421105611945438,-1.0492737285059963,1.2717802813679466,-0.1282503328541043,-0.8761904761904761,0.7028299319727868,-1.719938808189407,1.2313152866331674
12,0.23622580526443415,-0.3714285714285719,0.9070284799267964,-1.0376595417499588,1.421314194212511,0.1112808640366201,-0.5110265293098707,0.8237747089087513,-1.2718751527992858,1.3247705007929111
13,0.09112802508570073,-0.516315909870758,0.7342857142857154,-1.1074727387216943,1.2693983758435274,-0.0006246337605876634,-0.7047523733272313,0.7398854961832134,-1.4618049729558464,1.2485044166920503
