Date,Mean_Day,P25_Day,P75_Day,P10_Day,P90_Day,Mean_Night,P25_Night,P75_Night,P10_Night,P90_Night
0,2.6962659877983977,1.7478637125639964,3.464285714285715,1.0146113458829802,4.382352941176468,-0.8428480383745758,-2.171428571428572,0.1910674691162519,-3.0053935860058325,1.2393210749646408
1,2.686945292670935,1.7285714285714278,3.463755304101838,0.9867337229849096,4.399999999999998,-0.7450965416716355,-1.9537536443148693,0.18935698447893765,-2.610714285714286,1.3420084865629425
2,2.801960373440189,1.9553206997084547,3.5261904761904765,1.132919254658385,4.34453781512605,-0.6725052868784855,-1.8077016520894076,0.2092436974789931,-2.407142857142857,1.425601131541725
3,2.7793108755372584,1.9821428571428563,3.522058823529411,0.9881337501699048,4.351260504201679,-0.9385389444369683,-2.2392857142857143,0.12993153811044886,-2.882142857142857,1.2823566677225229
4,2.7341061195192298,1.9178571428571427,3.433448850111491,1.0025417969280972,4.313445378151258,-0.916635406221579,-2.2642857142857142,0.14960317460317468,-2.892857142857143,1.3124620060790273
5,2.8081322510049453,2.033333333333334,3.476190476190477,1.210714285714286,4.305882352941174,-1.03793707957227,-2.367857142857144,0.08670067387977756,-3.0677018633540376,1.17310924369748
6,2.6562105403789764,1.8630952380952384,3.3206170194052893,1.1607142857142851,4.183362910381542,-1.0353263605100413,-2.3553571428571427,0.08357429963966059,-3.0535714285714284,1.1886075949367112
7,2.696530600447445,1.894548494082293,3.3352941176470567,1.2246160119614022,4.092436974789914,-1.1131140434151672,-2.4678571428571425,-0.0052290202827425004,-3.196428571428572,1.1731092436974797
8,2.719496612364997,1.8965597667638487,3.3588235294117617,1.207142857142857,4.130252100840333,-1.3751217674977319,-3.0392857142857146,-0.03532689955144615,-3.8821428571428567,1.0731092436974794
9,2.5199334122070303,1.6999999999999997,3.1252100840336103,1.0571428571428576,4.096638655462181,-1.4076752297225763,-3.2142857142857144,-0.03265774312622875,-4.042857142857143,1.3224893917963223
10,2.5664149583982607,1.7234842069607978,3.281223479490805,0.9857142857142864,4.303361344537812,-1.4245841951513065,-3.3392857142857144,0.03964285714285725,-4.242857142857143,1.5488849861881289
11,2.6666131284518824,1.8357142857142856,3.365021008403361,1.1442857142857148,4.3621848739495785,-1.427775087209495,-3.278571428571429,0.0900840336134453,-4.2,1.4095238095238098
12,2.886833449809141,2.1071428571428568,3.5353984450923246,1.35,4.376190476190476,-1.3293691272219799,-3.067857142857143,0.09298266925817936,-3.8964285714285714,1.4571428571428573
13,3.0089669254926226,2.23532689955145,3.691046027902221,1.4357142857142855,4.40504201680672,-1.1755376085107958,-2.725,0.12689075630252056,-3.65,1.4857142857142858
14,3.0111271936123125,2.271428571428572,3.6428571428571423,1.4714285714285718,4.397478991596636,-1.2062439949480925,-2.671428571428572,0.1462184873949574,-3.5571428571428574,1.146808510638298
15,3.0495842375349254,2.360565119300809,3.641176470588233,1.525,4.426890756302519,-1.1759131192650334,-2.5500000000000003,0.0983193277310926,-3.45054945054945,1.027976190476187
16,3.095875840624673,2.350061735178709,3.7488095238095243,1.5214285714285711,4.5428571428571445,-1.286410866861855,-2.7285714285714286,0.0184873949579832,-3.642857142857143,0.9476190476190473
17,3.0834936787544738,2.3766039185555035,3.7361344537815118,1.528571428571429,4.493277310924369,-1.3408595855947851,-2.771428571428572,-0.042857142857142955,-3.721428571428571,0.7809523809523808
18,3.0904527718437302,2.3535714285714286,3.786648717136523,1.419047619047619,4.666386554621847,-1.464484075656733,-2.944642857142857,-0.1369851841783342,-3.9071428571428575,0.6142857142857142
19,2.9532685185367393,2.1392857142857147,3.6847689075630248,1.4323365502242686,4.601680672268907,-1.471950896341606,-3.0500000000000003,-0.11848739495798305,-4.107142857142857,0.6380952380952378
20,3.12811970124014,2.2,3.942857142857143,1.5885687100720352,4.907142857142858,-1.6441249411906003,-3.3464285714285715,-0.22583079698668257,-4.339285714285714,0.4621848739495801
21,3.307595789732248,2.3678571428571438,4.090476190476191,1.7821428571428573,5.070588235294118,-1.637070739254156,-3.417857142857143,-0.1325995974989286,-4.514285714285714,0.5210084033613451
22,3.48155438869586,2.557142857142857,4.209977827051,1.9714285714285715,5.433333333333333,-1.3852768794455887,-2.9739067055393584,-0.03529411764705885,-3.996428571428571,0.750420168067227
23,3.5767640691690072,2.637497484587379,4.416491596638656,2.042857142857143,5.429411764705884,-1.3139510555360208,-2.7357142857142853,-0.010294583465315449,-3.878571428571429,0.7285714285714286
