Date,Mean_Day,P25_Day,P75_Day,P10_Day,P90_Day,Mean_Night,P25_Night,P75_Night,P10_Night,P90_Night
0,0.6345343208777019,-0.627249528703643,2.298496240601505,-1.6055095903965708,3.369924812030077,-1.0357703523449375,-1.944861603568572,-0.0838740193957851,-2.7852130325814533,0.5667377596957762
1,0.6272825610164866,-0.6785844550969646,2.324488876314577,-1.627310946273096,3.4603651987110644,-1.0006547776994186,-1.8838524883637675,-0.07791132906325132,-2.7015191430104473,0.6040362609589702
2,-0.08540126836305241,-0.8221938775510197,0.820408163265307,-1.8063186683008658,1.598326611057634,-0.841071761562687,-1.556993474329742,-0.05762199266005185,-2.3522019334049418,0.625549729188946
3,-0.8771933460613616,-1.8159274323517263,0.1757893153432401,-2.7502327246688134,0.9607453416149069,-1.2608716918136906,-2.36469745793054,-0.1684067627983685,-3.1964224798815573,0.5532962686977408
4,-1.294963803318997,-2.7962764052989617,0.1382557109579906,-3.896276405298962,0.9437451705197246,-1.3454396337913497,-2.4962406015037595,-0.25335388244719914,-3.353383458646616,0.45209937888198837
5,-1.341067409595136,-2.957751521661296,0.1689819219790682,-4.186322950232724,0.9346004909724435,-1.5804700730164492,-3.1009308986752577,-0.2574594933820149,-4.000930898675257,0.4269204991716666
6,-1.5946375215962563,-3.718224131757967,0.20897869329349897,-5.089652703186538,0.9351740351888586,-1.7116937216981964,-3.6497279613118847,-0.2402604906332802,-4.495488721804511,0.45858811362382934
7,-1.7478920486371425,-4.058109559613319,0.27160657234140495,-5.7723952738990345,0.9599689440993818,-2.1749606654905946,-4.998496240601503,-0.25203754578754584,-5.984210526315787,0.4283419250152159
8,-1.8474736996022407,-4.594020766201218,0.32400418456457875,-6.265449337629789,0.9830412749990332,-2.1252541850685938,-4.942821339061939,-0.23697940556713487,-5.84282133906194,0.4104147229387448
9,-1.5911024717621967,-3.861510920157535,0.33765102758571397,-5.504368063014678,0.9819756605635338,-2.4860759014772826,-6.131220909416397,-0.21667759408288825,-7.059792337987825,0.4261281942229878
10,-1.5524259039234256,-3.8366988900823458,0.3657078125203552,-5.393841747225204,0.9971005375729128,-2.3203914472869682,-5.611134980307911,-0.19328497080938978,-6.53970640887934,0.4386759581881532
11,-0.18359240648037142,-0.8500783403200665,0.6034866384248042,-1.654708199069098,1.1432088527965183,-2.3520183469176765,-5.6735409953455065,-0.19568618404494742,-6.602112423916935,0.4236275228859293
12,-0.09211705789217589,-0.7787745663770531,0.6970662608029957,-1.5093603273115932,1.2300967588819791,-2.4407140566901377,-6.086573576799144,-0.1932136565724253,-6.986573576799144,0.42396568210659513
13,-0.4151153610459709,-1.1267096312209084,0.3875760830648058,-1.9552810597923365,1.0408269472720988,-2.789912587538724,-7.04869316147512,-0.2523026579940573,-7.99012173290369,0.36823250728862683
14,-0.294769041095677,-0.9623975155279476,0.392517006802723,-1.5697465584830048,1.042130860804226,-2.376272733247178,-5.75571070533477,-0.2678718228336544,-6.698567848191913,0.3373088753416924
15,0.028094528024239916,-0.5563551736484064,0.7007876834944504,-1.255409862647258,1.229359112065879,-2.663184009145403,-6.6703544575725084,-0.2572670708359921,-7.656068743286793,0.3243278121286665
16,0.310693190129498,-0.41478273634760093,1.0965069686411137,-1.1997161584830573,1.778983172216256,-2.4691997714697886,-5.959505907626215,-0.300910697295092,-6.888077336197642,0.27773484966505757
17,0.5585053513201206,-0.37783144756816445,1.5958145060062001,-1.097489724016406,2.473505191550302,-2.3677569776062253,-5.632259219477271,-0.3324964131994261,-6.575116362334413,0.23426191834406324
18,-0.38619382791108087,-1.0413533834586493,0.30636205704909736,-1.598496240601507,0.8658479154433601,-2.399455989371144,-5.855997135696387,-0.3104077869357299,-6.7702828499821015,0.19163830909417542
19,-0.07927118696338566,-0.5879435094633216,0.5066797055388153,-1.1248836376655935,0.9857142857142852,-2.202518933480443,-5.213677049767278,-0.3095238095238094,-6.113677049767277,0.21265167847243976
20,0.001981903427048557,-0.4618070097922315,0.5335293829282886,-0.9792077001013172,0.9892498664947503,-1.669201725402816,-3.622699606158253,-0.28928571428571437,-4.494128177586825,0.1932168142653401
21,0.0988066119346563,-0.34751163623344455,0.5953455066236987,-0.841100990696234,1.0332091273127253,-1.7139765278170944,-3.807232366630864,-0.28808030332620593,-4.607232366630865,0.2008403361344536
22,-0.17705852252369977,-0.7281229928998123,0.3924335206778147,-1.207303974221269,0.8126102075458002,-1.5111131140457772,-3.1387397064088773,-0.31442163925513,-3.9387397064088776,0.16278045809680217
23,-0.6552713642824421,-1.6740422484783437,0.3052970418058983,-2.545470819906915,0.7612411738194218,-1.310185261653868,-2.627186443031974,-0.2741606624496193,-3.3996777658431765,0.1719146745968241
24,-1.090970388428469,-2.9389545291800974,0.30186788874843773,-3.910383100608669,0.7841335487567276,-1.5416732988271966,-3.349015395631936,-0.27406706418287013,-4.177586824203364,0.17658572559353758
25,-1.6874496634402338,-4.917973505191553,0.3290871049469421,-5.917973505191553,0.8526005701615453,-1.5598160227457858,-3.301324740422485,-0.27837836630545265,-4.172753311851057,0.21359256352158668
26,-2.088263598673913,-6.027461510920164,0.28239202657807094,-7.041747225205877,0.8126221931750197,-1.781736801906953,-4.013999283924096,-0.28517951514134054,-4.899713569638381,0.21485347705729466
27,-2.25460669291769,-6.500895094880065,0.27252956368084824,-7.515180809165779,0.7722980023171717,-1.9692119090860234,-4.523773720014321,-0.2681258945495351,-5.48091657715718,0.22196347418634949
28,-2.354760073268735,-6.800537056928036,0.27740863787375236,-7.871965628356607,0.7945102040816313,-2.0121153230759097,-4.650519155030433,-0.27930962167602913,-5.579090583601862,0.17813484274226335
29,-2.247017282112552,-6.403374507697817,0.30082837010317653,-7.564088793412102,0.8149046848217695,-2.479201874854398,-6.020121732903689,-0.32678315798989177,-6.99155030433226,0.14445968936940007
30,-1.6319980404531338,-4.3941997851772285,0.32729539605747193,-5.551342642320085,0.8609383519080399,-2.910461964001708,-7.394163981382028,-0.33258801068522703,-8.465592552810598,0.12310419284390944
31,-0.931541611906141,-2.206516290726816,0.34784053156146094,-3.292230576441101,0.8491470349309276,-2.7329574839664312,-6.801181525241674,-0.3437542996568146,-7.815467239527389,0.08752411710427259
32,-0.4852168559232016,-1.2185105621195855,0.34821655232856663,-1.9613677049767284,0.8648511156816624,-2.6776438848591444,-6.788972431077691,-0.3441265413975338,-7.660401002506262,0.09878365908900279
33,-0.21900694543289376,-0.7963122090941626,0.47172312223858576,-1.4528882840491657,0.9458696773903106,-2.209002899933781,-5.068564267812385,-0.3842502573487374,-6.125707124955242,0.06559865092748629
34,-0.35844343752909663,-0.9895986093552342,0.41794312557671043,-1.7187253848907955,0.8978387735135502,-2.2755434212917307,-5.360830648048689,-0.4162179284130509,-6.160830648048689,0.04765668732616386
35,-0.247342051242583,-0.8140074803867869,0.441351974898485,-1.4365556749015436,0.9232282074267456,-2.688815765799608,-6.6637665592552775,-0.429055714870955,-7.463766559255277,0.04285714285714289
36,-0.1301764945187902,-0.679911311792003,0.4984229510947079,-1.2517964101010475,1.014186089948795,-2.298793573829202,-5.516899391335479,-0.3815498639635073,-6.316899391335478,0.08039384567199828
37,-0.39326517317812704,-1.053156146179402,0.3514787543853317,-1.738848934922806,0.8658354591836734,-2.0080685831686935,-4.5910221983530235,-0.35032715376226936,-5.380307912638739,0.10021559454821342
38,-0.47197448026737937,-1.2064025668987532,0.32689362725507365,-1.9217687074830023,0.8692472301609163,-2.074561533037144,-4.855961331901183,-0.31304881822753416,-5.71310418904404,0.0952380952380951
39,-0.7917118811392245,-2.0868958109559688,0.38713614629645793,-3.044038668098826,0.873437774543578,-2.083040038218268,-4.884353741496601,-0.28777062576263746,-5.770068027210887,0.10262806398460161
40,-1.2399756370999073,-3.611313999283929,0.44485219644158785,-4.668456856426785,0.9379088061509124,-2.298394960194,-5.827112423916938,-0.23214285714285693,-6.587826709631223,0.173030056864339
41,-0.7446643967341323,-2.128929466523454,0.4790534688668025,-3.157500895094883,0.992065811842705,-2.2298504746093992,-5.631220909416401,-0.21838342044134862,-6.4312209094164015,0.19047336777034987
42,-0.8357808159958878,-2.503258145363409,0.5576530612244893,-3.6318295739348376,1.0318911321236908,-1.8917247344028785,-4.5523451485857525,-0.19999999999999982,-5.438059434300039,0.18056206563706595
43,-1.0619455726988167,-3.174042248478336,0.5992952925881244,-4.374042248478335,1.07972224800963,-1.6824826305429434,-3.94260651629073,-0.1841584158415847,-4.842606516290729,0.2356938087207901
44,-0.8152540885255278,-2.251020408163261,0.5781710098845616,-3.5367346938775475,1.1151930024719487,-1.6365763138316445,-3.7754385964912296,-0.1865570316614978,-4.718295739348372,0.2581998953427537
45,-1.0018472993444647,-2.896992481203004,0.6175620259165575,-4.268421052631576,1.1700285442435896,-1.672323343555475,-3.9153687790905836,-0.19652408637873756,-4.790368779090583,0.23819190834228438
46,-0.840980047919093,-2.391174249818751,0.599448452311045,-3.735481561045465,1.156591309453902,-1.767346100791149,-4.16129609738632,-0.23240756302520998,-4.975581811672035,0.18570652629812992
47,-0.7308752660405081,-2.0752237737200083,0.595377867403539,-3.332366630862866,1.1423526203267167,-1.8134675657891803,-4.187074829931971,-0.24731146715878322,-5.029931972789114,0.18740120355435202
48,-0.9505436755472436,-2.7000358037951977,0.5934782314338789,-3.971464375223769,1.1641701780617135,-1.7749375056676038,-4.145112781954886,-0.19843205574912814,-5.002255639097742,0.22593178893179228
